employee,customer_and_account_no,product_name,sale_date,sale_amount,units_sold,invoice_no,invoice_frequency
Ricky Bobby (ricky.bobby@korning.com),LG (LG858843),Baboon Glass,04/03/2012,$135762.01,622831,19472,Quarterly
Willie Groundskeeper (willie.groundskeeper@korning.com),Motorola (MT928534),Gorilla Glass,09/20/2012,$850258.47,918896,41850,Once
Bob Lob (bob.lob@korning.com),Samsung (SG373953),Orangutan Glass,01/14/2012,$851864.66,376682,82745,Once
Willie Groundskeeper (willie.groundskeeper@korning.com),LG (LG858843),Gorilla Glass,05/23/2012,$793168.43,444819,44495,Quarterly
Clancy Wiggum (clancy.wiggum@korning.com),Samsung (SG373953),Orangutan Glass,04/09/2012,$127896.42,300104,35950,Once
Clancy Wiggum (clancy.wiggum@korning.com),Samsung (SG373953),Chimp Glass,12/29/2012,$757852.82,153176,42267,Monthly
Bob Lob (bob.lob@korning.com),Nokia (NK881241),Gorilla Glass,04/30/2012,$816516.63,900062,39262,Monthly
Ricky Bobby (ricky.bobby@korning.com),Nokia (NK881241),Gorilla Glass,12/28/2012,$713982.92,728286,18893,Once
Bob Lob (bob.lob@korning.com),Motorola (MT928534),Orangutan Glass,06/11/2012,$225045.06,212822,57481,Quarterly
Ricky Bobby (ricky.bobby@korning.com),Samsung (SG373953),Gorilla Glass,08/31/2012,$392748.10,867872,46868,Quarterly
Ricky Bobby (ricky.bobby@korning.com),Samsung (SG373953),Orangutan Glass,10/30/2012,$138319.31,374073,43978,Monthly
Clancy Wiggum (clancy.wiggum@korning.com),Nokia (NK881241),Orangutan Glass,08/06/2012,$561309.00,418607,23429,Quarterly
Clancy Wiggum (clancy.wiggum@korning.com),Apple (AP512452),Chimp Glass,11/01/2012,$798001.29,580685,86906,Once
Clancy Wiggum (clancy.wiggum@korning.com),Nokia (NK881241),Chimp Glass,05/20/2012,$121818.16,573500,35217,Monthly
Willie Groundskeeper (willie.groundskeeper@korning.com),Nokia (NK881241),Orangutan Glass,10/11/2012,$554329.29,942244,91404,Monthly
Clancy Wiggum (clancy.wiggum@korning.com),Samsung (SG373953),Chimp Glass,11/24/2012,$531130.96,869372,59568,Quarterly
Clancy Wiggum (clancy.wiggum@korning.com),Samsung (SG373953),Orangutan Glass,09/16/2012,$534343.51,241469,46903,Once
Willie Groundskeeper (willie.groundskeeper@korning.com),HTC (HT925638),Chimp Glass,02/16/2012,$643028.67,878484,17666,Once
Bob Lob (bob.lob@korning.com),Apple (AP512452),Baboon Glass,02/10/2012,$323478.98,411698,36833,Once
Ricky Bobby (ricky.bobby@korning.com),Samsung (SG373953),Chimp Glass,07/27/2012,$917808.88,412186,77907,Quarterly
Bob Lob (bob.lob@korning.com),LG (LG858843),Baboon Glass,11/30/2012,$509777.65,222454,82777,Monthly
Ricky Bobby (ricky.bobby@korning.com),Motorola (MT928534),Baboon Glass,03/04/2012,$575142.46,142256,83144,Once
Clancy Wiggum (clancy.wiggum@korning.com),Motorola (MT928534),Gorilla Glass,11/21/2012,$386329.74,409006,90125,Once
Ricky Bobby (ricky.bobby@korning.com),Motorola (MT928534),Chimp Glass,08/11/2012,$893542.60,552812,43462,Monthly
Clancy Wiggum (clancy.wiggum@korning.com),Apple (AP512452),Baboon Glass,12/27/2012,$980072.86,210371,39814,Once
Clancy Wiggum (clancy.wiggum@korning.com),LG (LG858843),Chimp Glass,12/26/2012,$691873.15,413860,61553,Quarterly
Willie Groundskeeper (willie.groundskeeper@korning.com),Apple (AP512452),Gorilla Glass,06/08/2012,$106391.28,365992,69397,Monthly
Bob Lob (bob.lob@korning.com),LG (LG858843),Baboon Glass,05/04/2012,$837996.51,156466,63424,Monthly
Willie Groundskeeper (willie.groundskeeper@korning.com),Apple (AP512452),Chimp Glass,02/19/2012,$223256.27,844934,91892,Once
Clancy Wiggum (clancy.wiggum@korning.com),LG (LG858843),Chimp Glass,11/26/2012,$255400.91,398582,34519,Monthly
Clancy Wiggum (clancy.wiggum@korning.com),Nokia (NK881241),Chimp Glass,03/07/2012,$704491.16,714911,18152,Quarterly
Willie Groundskeeper (willie.groundskeeper@korning.com),Motorola (MT928534),Baboon Glass,08/16/2012,$720481.48,534111,32422,Quarterly
Clancy Wiggum (clancy.wiggum@korning.com),Motorola (MT928534),Orangutan Glass,05/18/2012,$708275.26,577413,54602,Quarterly
Ricky Bobby (ricky.bobby@korning.com),Apple (AP512452),Chimp Glass,08/23/2012,$221356.07,882523,39157,Once
Ricky Bobby (ricky.bobby@korning.com),Motorola (MT928534),Gorilla Glass,01/05/2012,$251537.07,137704,18962,Once
Ricky Bobby (ricky.bobby@korning.com),LG (LG858843),Chimp Glass,06/13/2012,$356896.59,911594,73654,Once
Willie Groundskeeper (willie.groundskeeper@korning.com),Nokia (NK881241),Baboon Glass,09/12/2012,$526541.36,680665,73567,Once
Bob Lob (bob.lob@korning.com),LG (LG858843),Gorilla Glass,10/14/2012,$777595.77,685209,31946,Monthly
Ricky Bobby (ricky.bobby@korning.com),Nokia (NK881241),Baboon Glass,08/28/2012,$580290.38,894610,69581,Quarterly
Ricky Bobby (ricky.bobby@korning.com),Motorola (MT928534),Orangutan Glass,03/30/2012,$172220.24,872115,37832,Monthly
Clancy Wiggum (clancy.wiggum@korning.com),HTC (HT925638),Chimp Glass,09/05/2012,$819885.90,690180,72757,Once
Ricky Bobby (ricky.bobby@korning.com),Samsung (SG373953),Gorilla Glass,12/08/2012,$846596.45,748130,64677,Quarterly
Ricky Bobby (ricky.bobby@korning.com),LG (LG858843),Baboon Glass,09/23/2012,$361286.77,343800,64620,Monthly
Willie Groundskeeper (willie.groundskeeper@korning.com),Apple (AP512452),Orangutan Glass,04/14/2012,$301886.81,261446,46281,Monthly
Clancy Wiggum (clancy.wiggum@korning.com),Motorola (MT928534),Gorilla Glass,01/28/2012,$658141.43,248227,21155,Monthly
Ricky Bobby (ricky.bobby@korning.com),Samsung (SG373953),Baboon Glass,12/25/2012,$833078.41,791909,19181,Once
Ricky Bobby (ricky.bobby@korning.com),LG (LG858843),Orangutan Glass,03/03/2012,$498343.29,550861,30273,Monthly
Clancy Wiggum (clancy.wiggum@korning.com),Nokia (NK881241),Gorilla Glass,02/01/2012,$101189.09,521886,45105,Monthly
Clancy Wiggum (clancy.wiggum@korning.com),Nokia (NK881241),Orangutan Glass,02/08/2012,$849169.68,473202,88645,Quarterly
Clancy Wiggum (clancy.wiggum@korning.com),Samsung (SG373953),Orangutan Glass,03/25/2012,$638533.11,153273,76323,Monthly
Willie Groundskeeper (willie.groundskeeper@korning.com),Samsung (SG373953),Chimp Glass,07/14/2012,$519392.73,154804,45307,Quarterly
Clancy Wiggum (clancy.wiggum@korning.com),HTC (HT925638),Chimp Glass,06/26/2012,$397751.84,566592,25042,Once
Clancy Wiggum (clancy.wiggum@korning.com),Apple (AP512452),Baboon Glass,11/06/2012,$433390.49,684766,19417,Once
Clancy Wiggum (clancy.wiggum@korning.com),Apple (AP512452),Baboon Glass,11/24/2012,$327473.83,263708,41258,Monthly
Ricky Bobby (ricky.bobby@korning.com),LG (LG858843),Baboon Glass,09/26/2012,$336974.35,426644,51024,Once
Clancy Wiggum (clancy.wiggum@korning.com),HTC (HT925638),Gorilla Glass,06/15/2012,$185059.02,938217,48142,Monthly
Clancy Wiggum (clancy.wiggum@korning.com),Motorola (MT928534),Chimp Glass,07/23/2012,$770231.19,276854,35268,Quarterly
Clancy Wiggum (clancy.wiggum@korning.com),Samsung (SG373953),Orangutan Glass,09/13/2012,$417456.22,468211,35076,Once
Willie Groundskeeper (willie.groundskeeper@korning.com),Apple (AP512452),Gorilla Glass,12/13/2012,$572218.56,960112,47591,Quarterly
Willie Groundskeeper (willie.groundskeeper@korning.com),Samsung (SG373953),Gorilla Glass,12/15/2012,$619994.07,336514,51802,Once
Willie Groundskeeper (willie.groundskeeper@korning.com),Motorola (MT928534),Baboon Glass,06/27/2012,$647191.71,917100,50346,Once
Clancy Wiggum (clancy.wiggum@korning.com),LG (LG858843),Gorilla Glass,05/11/2012,$138918.44,830754,29018,Monthly
Clancy Wiggum (clancy.wiggum@korning.com),HTC (HT925638),Baboon Glass,12/29/2012,$784039.85,359531,68074,Monthly
Ricky Bobby (ricky.bobby@korning.com),LG (LG858843),Orangutan Glass,04/07/2012,$319872.93,928119,58935,Once
Clancy Wiggum (clancy.wiggum@korning.com),HTC (HT925638),Baboon Glass,01/29/2012,$299652.15,213622,78727,Quarterly
Willie Groundskeeper (willie.groundskeeper@korning.com),Apple (AP512452),Chimp Glass,10/07/2012,$316799.65,815903,68536,Monthly
Clancy Wiggum (clancy.wiggum@korning.com),Samsung (SG373953),Orangutan Glass,04/25/2012,$605093.58,663925,59172,Quarterly
Clancy Wiggum (clancy.wiggum@korning.com),Samsung (SG373953),Orangutan Glass,01/25/2012,$706789.23,974477,27046,Once
Ricky Bobby (ricky.bobby@korning.com),Samsung (SG373953),Baboon Glass,07/08/2012,$119770.08,133259,63999,Quarterly
Bob Lob (bob.lob@korning.com),Nokia (NK881241),Orangutan Glass,11/17/2012,$142308.37,839292,24354,Quarterly
Bob Lob (bob.lob@korning.com),Nokia (NK881241),Orangutan Glass,06/24/2012,$963570.45,504873,44228,Monthly
Willie Groundskeeper (willie.groundskeeper@korning.com),HTC (HT925638),Baboon Glass,07/21/2012,$577824.86,673495,46161,Quarterly
Bob Lob (bob.lob@korning.com),Motorola (MT928534),Gorilla Glass,09/25/2012,$219588.62,570829,82047,Monthly
Willie Groundskeeper (willie.groundskeeper@korning.com),HTC (HT925638),Gorilla Glass,09/07/2012,$339775.69,555986,23888,Once
Bob Lob (bob.lob@korning.com),Nokia (NK881241),Gorilla Glass,01/08/2012,$691645.31,825270,72092,Once
Ricky Bobby (ricky.bobby@korning.com),Apple (AP512452),Gorilla Glass,09/20/2012,$101978.86,337706,29157,Once
Willie Groundskeeper (willie.groundskeeper@korning.com),Nokia (NK881241),Chimp Glass,06/09/2012,$223425.83,523779,91445,Quarterly
Clancy Wiggum (clancy.wiggum@korning.com),HTC (HT925638),Baboon Glass,09/05/2012,$679972.25,213451,16619,Quarterly
Clancy Wiggum (clancy.wiggum@korning.com),Samsung (SG373953),Baboon Glass,11/10/2012,$315871.89,661298,47531,Quarterly
Bob Lob (bob.lob@korning.com),Motorola (MT928534),Orangutan Glass,01/16/2012,$406250.70,877094,64327,Quarterly
Clancy Wiggum (clancy.wiggum@korning.com),Samsung (SG373953),Baboon Glass,01/10/2012,$409030.24,133648,28573,Quarterly
Bob Lob (bob.lob@korning.com),Nokia (NK881241),Baboon Glass,10/06/2012,$230001.54,270319,41738,Quarterly
Bob Lob (bob.lob@korning.com),Nokia (NK881241),Chimp Glass,08/02/2012,$290779.19,429806,86159,Once
Bob Lob (bob.lob@korning.com),LG (LG858843),Chimp Glass,08/04/2012,$118486.77,549906,39925,Monthly
Ricky Bobby (ricky.bobby@korning.com),Samsung (SG373953),Baboon Glass,03/11/2012,$212506.48,626809,83146,Monthly
Clancy Wiggum (clancy.wiggum@korning.com),Nokia (NK881241),Chimp Glass,03/23/2012,$537653.41,414253,89026,Once
Ricky Bobby (ricky.bobby@korning.com),LG (LG858843),Baboon Glass,01/13/2012,$293055.06,213229,37113,Quarterly
Clancy Wiggum (clancy.wiggum@korning.com),HTC (HT925638),Orangutan Glass,05/26/2012,$627067.40,678290,77179,Quarterly
Bob Lob (bob.lob@korning.com),Nokia (NK881241),Chimp Glass,10/03/2012,$703053.88,338508,19098,Monthly
Clancy Wiggum (clancy.wiggum@korning.com),LG (LG858843),Baboon Glass,12/15/2012,$213735.48,681199,90139,Once
Clancy Wiggum (clancy.wiggum@korning.com),LG (LG858843),Chimp Glass,01/17/2012,$907521.82,339371,21768,Monthly
Bob Lob (bob.lob@korning.com),LG (LG858843),Chimp Glass,02/15/2012,$653322.74,770724,39472,Quarterly
Ricky Bobby (ricky.bobby@korning.com),Nokia (NK881241),Orangutan Glass,11/01/2012,$486962.95,884318,84530,Quarterly
Ricky Bobby (ricky.bobby@korning.com),HTC (HT925638),Gorilla Glass,08/27/2012,$949755.49,333415,85321,Once
Willie Groundskeeper (willie.groundskeeper@korning.com),Samsung (SG373953),Baboon Glass,07/17/2012,$433250.11,225245,42568,Quarterly
Willie Groundskeeper (willie.groundskeeper@korning.com),LG (LG858843),Baboon Glass,08/10/2012,$958548.00,472282,49655,Monthly
Willie Groundskeeper (willie.groundskeeper@korning.com),Nokia (NK881241),Orangutan Glass,04/17/2012,$170667.72,139111,58764,Once
Bob Lob (bob.lob@korning.com),Motorola (MT928534),Orangutan Glass,05/21/2012,$662810.37,323887,86408,Monthly
Ricky Bobby (ricky.bobby@korning.com),LG (LG858843),Chimp Glass,06/21/2012,$728256.51,740997,17010,Monthly
Ricky Bobby (ricky.bobby@korning.com),LG (LG858843),Baboon Glass,12/31/2012,$747281.88,505617,58697,Quarterly
Willie Groundskeeper (willie.groundskeeper@korning.com),Apple (AP512452),Gorilla Glass,06/30/2012,$149896.53,368436,18019,Monthly
Bob Lob (bob.lob@korning.com),Samsung (SG373953),Orangutan Glass,01/10/2012,$485849.19,110997,67188,Once
Clancy Wiggum (clancy.wiggum@korning.com),LG (LG858843),Chimp Glass,07/15/2012,$361362.31,592410,24464,Monthly
Ricky Bobby (ricky.bobby@korning.com),Samsung (SG373953),Baboon Glass,11/09/2012,$712333.11,385680,77541,Once
Clancy Wiggum (clancy.wiggum@korning.com),LG (LG858843),Orangutan Glass,12/18/2012,$692050.13,984401,38601,Quarterly
Clancy Wiggum (clancy.wiggum@korning.com),LG (LG858843),Orangutan Glass,04/01/2012,$589831.30,120299,44571,Once
Clancy Wiggum (clancy.wiggum@korning.com),Apple (AP512452),Chimp Glass,08/27/2012,$498041.38,669368,86889,Quarterly
Clancy Wiggum (clancy.wiggum@korning.com),HTC (HT925638),Gorilla Glass,06/21/2012,$584706.65,701074,79169,Monthly
Bob Lob (bob.lob@korning.com),Nokia (NK881241),Baboon Glass,11/19/2012,$939674.04,207592,87492,Once
Clancy Wiggum (clancy.wiggum@korning.com),LG (LG858843),Baboon Glass,12/14/2012,$469610.76,963080,72136,Quarterly
Willie Groundskeeper (willie.groundskeeper@korning.com),LG (LG858843),Baboon Glass,09/16/2012,$676755.97,496109,21802,Once
Clancy Wiggum (clancy.wiggum@korning.com),LG (LG858843),Orangutan Glass,04/27/2012,$995328.69,915994,83488,Monthly
Ricky Bobby (ricky.bobby@korning.com),Nokia (NK881241),Chimp Glass,10/26/2012,$205930.53,413481,57696,Quarterly
Clancy Wiggum (clancy.wiggum@korning.com),LG (LG858843),Baboon Glass,09/30/2012,$686422.65,572705,56559,Quarterly
Ricky Bobby (ricky.bobby@korning.com),HTC (HT925638),Orangutan Glass,01/21/2012,$352357.52,942759,53641,Once
Bob Lob (bob.lob@korning.com),HTC (HT925638),Chimp Glass,05/20/2012,$467574.48,785795,70398,Once
Ricky Bobby (ricky.bobby@korning.com),Apple (AP512452),Chimp Glass,10/05/2012,$937306.44,777239,20102,Monthly
Willie Groundskeeper (willie.groundskeeper@korning.com),Nokia (NK881241),Chimp Glass,03/05/2012,$501139.82,435448,32097,Once
Bob Lob (bob.lob@korning.com),HTC (HT925638),Baboon Glass,07/20/2012,$548844.77,453517,82591,Monthly
Willie Groundskeeper (willie.groundskeeper@korning.com),HTC (HT925638),Gorilla Glass,07/12/2012,$507808.85,600674,54317,Quarterly
Willie Groundskeeper (willie.groundskeeper@korning.com),Apple (AP512452),Chimp Glass,03/05/2012,$313140.99,657863,36776,Quarterly
Willie Groundskeeper (willie.groundskeeper@korning.com),HTC (HT925638),Chimp Glass,11/09/2012,$208230.49,866636,70752,Monthly
Willie Groundskeeper (willie.groundskeeper@korning.com),Motorola (MT928534),Orangutan Glass,12/19/2012,$746271.89,471234,27967,Quarterly
Bob Lob (bob.lob@korning.com),Motorola (MT928534),Chimp Glass,11/12/2012,$667577.96,116266,57086,Monthly
Clancy Wiggum (clancy.wiggum@korning.com),Apple (AP512452),Gorilla Glass,04/25/2012,$663037.78,957547,19093,Once
Bob Lob (bob.lob@korning.com),Apple (AP512452),Orangutan Glass,12/23/2012,$222874.38,504086,38164,Once
Bob Lob (bob.lob@korning.com),Motorola (MT928534),Chimp Glass,10/26/2012,$630447.13,300009,58547,Monthly
Ricky Bobby (ricky.bobby@korning.com),Nokia (NK881241),Baboon Glass,06/24/2012,$775232.41,531169,85660,Once
Bob Lob (bob.lob@korning.com),Nokia (NK881241),Orangutan Glass,03/18/2012,$857065.66,989953,27313,Once
Ricky Bobby (ricky.bobby@korning.com),Nokia (NK881241),Orangutan Glass,10/04/2012,$487401.93,455279,36704,Once
Clancy Wiggum (clancy.wiggum@korning.com),HTC (HT925638),Orangutan Glass,03/28/2012,$622801.22,649205,69292,Monthly
Bob Lob (bob.lob@korning.com),Nokia (NK881241),Orangutan Glass,02/20/2012,$677932.13,786750,64698,Once
Clancy Wiggum (clancy.wiggum@korning.com),Samsung (SG373953),Gorilla Glass,04/26/2012,$413542.36,764080,74809,Quarterly
Clancy Wiggum (clancy.wiggum@korning.com),Nokia (NK881241),Gorilla Glass,11/04/2012,$514112.74,736308,75537,Quarterly
Clancy Wiggum (clancy.wiggum@korning.com),HTC (HT925638),Gorilla Glass,08/13/2012,$407127.38,235169,50353,Monthly
Bob Lob (bob.lob@korning.com),Apple (AP512452),Orangutan Glass,02/22/2012,$538299.90,560242,27624,Monthly
Clancy Wiggum (clancy.wiggum@korning.com),Motorola (MT928534),Gorilla Glass,07/05/2012,$876355.05,485361,68772,Quarterly
Bob Lob (bob.lob@korning.com),LG (LG858843),Baboon Glass,09/11/2012,$967055.81,427620,22673,Quarterly
Ricky Bobby (ricky.bobby@korning.com),LG (LG858843),Gorilla Glass,11/24/2012,$431976.88,780956,32014,Quarterly
Ricky Bobby (ricky.bobby@korning.com),Apple (AP512452),Gorilla Glass,02/17/2012,$127067.36,669938,36693,Monthly
Willie Groundskeeper (willie.groundskeeper@korning.com),Motorola (MT928534),Baboon Glass,04/02/2012,$182911.53,180811,19355,Once
Clancy Wiggum (clancy.wiggum@korning.com),Nokia (NK881241),Gorilla Glass,07/30/2012,$119827.60,881799,83259,Once
Willie Groundskeeper (willie.groundskeeper@korning.com),HTC (HT925638),Gorilla Glass,10/26/2012,$632909.09,848111,69873,Quarterly
Bob Lob (bob.lob@korning.com),HTC (HT925638),Orangutan Glass,03/20/2012,$235737.50,635925,35570,Once
Bob Lob (bob.lob@korning.com),Motorola (MT928534),Orangutan Glass,04/27/2012,$628439.35,631704,73508,Once
Willie Groundskeeper (willie.groundskeeper@korning.com),Nokia (NK881241),Gorilla Glass,07/03/2012,$965110.10,312528,67536,Monthly
Bob Lob (bob.lob@korning.com),Motorola (MT928534),Gorilla Glass,11/15/2012,$412851.11,694915,35045,Once
Willie Groundskeeper (willie.groundskeeper@korning.com),LG (LG858843),Gorilla Glass,05/09/2012,$940414.29,460536,88016,Monthly
Willie Groundskeeper (willie.groundskeeper@korning.com),Samsung (SG373953),Baboon Glass,01/17/2012,$652784.22,550956,86886,Once
Ricky Bobby (ricky.bobby@korning.com),Nokia (NK881241),Baboon Glass,03/12/2012,$213972.36,925540,81611,Monthly
Ricky Bobby (ricky.bobby@korning.com),Motorola (MT928534),Orangutan Glass,12/01/2012,$811512.97,795949,65693,Monthly
Clancy Wiggum (clancy.wiggum@korning.com),Samsung (SG373953),Chimp Glass,07/22/2012,$728973.93,385400,32026,Monthly
Willie Groundskeeper (willie.groundskeeper@korning.com),LG (LG858843),Gorilla Glass,08/02/2012,$882054.56,924554,85595,Monthly
Ricky Bobby (ricky.bobby@korning.com),Nokia (NK881241),Gorilla Glass,05/06/2012,$281168.97,706505,53766,Once
Willie Groundskeeper (willie.groundskeeper@korning.com),Samsung (SG373953),Gorilla Glass,09/11/2012,$826727.95,717476,87577,Monthly
Willie Groundskeeper (willie.groundskeeper@korning.com),HTC (HT925638),Chimp Glass,07/08/2012,$656464.64,662918,89412,Quarterly
Bob Lob (bob.lob@korning.com),Apple (AP512452),Baboon Glass,02/26/2012,$519792.31,963267,38318,Once
Clancy Wiggum (clancy.wiggum@korning.com),Nokia (NK881241),Gorilla Glass,03/31/2012,$190973.50,519708,22950,Once
Ricky Bobby (ricky.bobby@korning.com),Apple (AP512452),Gorilla Glass,11/03/2012,$404698.89,582152,72528,Once
Bob Lob (bob.lob@korning.com),LG (LG858843),Baboon Glass,06/03/2012,$897164.75,596154,58330,Monthly
Ricky Bobby (ricky.bobby@korning.com),Apple (AP512452),Gorilla Glass,12/08/2012,$143189.60,611112,89657,Quarterly
Bob Lob (bob.lob@korning.com),Apple (AP512452),Orangutan Glass,03/01/2012,$607429.59,312936,49952,Monthly
Bob Lob (bob.lob@korning.com),Samsung (SG373953),Orangutan Glass,02/23/2012,$773810.73,633380,62129,Monthly
Bob Lob (bob.lob@korning.com),LG (LG858843),Chimp Glass,11/17/2012,$451324.49,231167,88499,Monthly
Ricky Bobby (ricky.bobby@korning.com),HTC (HT925638),Orangutan Glass,12/12/2012,$671795.08,240103,34845,Monthly
Willie Groundskeeper (willie.groundskeeper@korning.com),Nokia (NK881241),Gorilla Glass,06/17/2012,$664102.99,592517,73569,Quarterly
Bob Lob (bob.lob@korning.com),LG (LG858843),Chimp Glass,06/17/2012,$249198.25,382890,24222,Once
Bob Lob (bob.lob@korning.com),Apple (AP512452),Gorilla Glass,11/15/2012,$732844.75,291620,31633,Quarterly
Ricky Bobby (ricky.bobby@korning.com),Motorola (MT928534),Orangutan Glass,11/03/2012,$724814.34,577583,91980,Quarterly
Ricky Bobby (ricky.bobby@korning.com),Samsung (SG373953),Chimp Glass,03/06/2012,$666326.59,530913,22026,Quarterly
Clancy Wiggum (clancy.wiggum@korning.com),Apple (AP512452),Chimp Glass,04/19/2012,$445998.45,197205,60499,Monthly
Bob Lob (bob.lob@korning.com),LG (LG858843),Orangutan Glass,03/01/2012,$448906.01,952036,69417,Once
Willie Groundskeeper (willie.groundskeeper@korning.com),Apple (AP512452),Chimp Glass,12/13/2012,$905207.70,853343,49648,Once
Ricky Bobby (ricky.bobby@korning.com),HTC (HT925638),Gorilla Glass,10/23/2012,$248464.67,506174,58230,Once
Clancy Wiggum (clancy.wiggum@korning.com),LG (LG858843),Baboon Glass,05/17/2012,$785962.71,219459,70000,Monthly
Clancy Wiggum (clancy.wiggum@korning.com),Nokia (NK881241),Gorilla Glass,10/26/2012,$106082.26,564750,70733,Quarterly
Bob Lob (bob.lob@korning.com),Nokia (NK881241),Baboon Glass,09/07/2012,$505573.71,234973,85643,Quarterly
Willie Groundskeeper (willie.groundskeeper@korning.com),Apple (AP512452),Gorilla Glass,02/07/2012,$160801.32,610257,30649,Monthly
Bob Lob (bob.lob@korning.com),HTC (HT925638),Orangutan Glass,11/30/2012,$675651.39,518971,50323,Monthly
Willie Groundskeeper (willie.groundskeeper@korning.com),HTC (HT925638),Baboon Glass,10/02/2012,$210993.57,654099,26711,Once
Clancy Wiggum (clancy.wiggum@korning.com),LG (LG858843),Chimp Glass,03/17/2012,$146373.52,393568,69841,Quarterly
Willie Groundskeeper (willie.groundskeeper@korning.com),Nokia (NK881241),Orangutan Glass,05/14/2012,$115956.42,380787,90748,Once
Willie Groundskeeper (willie.groundskeeper@korning.com),Nokia (NK881241),Chimp Glass,08/18/2012,$461758.09,562925,26833,Once
Clancy Wiggum (clancy.wiggum@korning.com),Nokia (NK881241),Orangutan Glass,11/22/2012,$685790.81,249099,53058,Monthly
Clancy Wiggum (clancy.wiggum@korning.com),Nokia (NK881241),Chimp Glass,10/18/2012,$384444.56,573973,84362,Monthly
Bob Lob (bob.lob@korning.com),Motorola (MT928534),Gorilla Glass,06/24/2012,$571935.70,309926,75554,Monthly
Clancy Wiggum (clancy.wiggum@korning.com),Samsung (SG373953),Gorilla Glass,11/16/2012,$175571.33,244717,70997,Quarterly
Clancy Wiggum (clancy.wiggum@korning.com),HTC (HT925638),Gorilla Glass,04/05/2012,$278590.98,423773,51937,Quarterly
Willie Groundskeeper (willie.groundskeeper@korning.com),Nokia (NK881241),Orangutan Glass,02/22/2012,$779998.53,110010,60672,Monthly
Ricky Bobby (ricky.bobby@korning.com),Nokia (NK881241),Gorilla Glass,12/27/2012,$561285.44,919028,31369,Monthly
Willie Groundskeeper (willie.groundskeeper@korning.com),LG (LG858843),Chimp Glass,11/24/2012,$538362.75,940750,46343,Once
Bob Lob (bob.lob@korning.com),HTC (HT925638),Gorilla Glass,05/14/2012,$837229.10,853273,45314,Quarterly
Ricky Bobby (ricky.bobby@korning.com),Samsung (SG373953),Orangutan Glass,06/23/2012,$125960.21,880063,61042,Quarterly
Willie Groundskeeper (willie.groundskeeper@korning.com),HTC (HT925638),Chimp Glass,10/27/2012,$625443.33,816917,59834,Monthly
Clancy Wiggum (clancy.wiggum@korning.com),Motorola (MT928534),Baboon Glass,12/04/2012,$549566.35,733474,76584,Quarterly
Willie Groundskeeper (willie.groundskeeper@korning.com),HTC (HT925638),Chimp Glass,11/10/2012,$702085.75,447047,37688,Once
Ricky Bobby (ricky.bobby@korning.com),Apple (AP512452),Gorilla Glass,09/24/2012,$880445.86,523136,81425,Quarterly
Bob Lob (bob.lob@korning.com),LG (LG858843),Chimp Glass,04/28/2012,$841657.54,269140,59974,Once
Ricky Bobby (ricky.bobby@korning.com),Nokia (NK881241),Baboon Glass,02/29/2012,$187369.93,135747,83532,Once
Bob Lob (bob.lob@korning.com),HTC (HT925638),Baboon Glass,07/14/2012,$903268.41,355551,46561,Once
Clancy Wiggum (clancy.wiggum@korning.com),Nokia (NK881241),Gorilla Glass,10/09/2012,$421829.28,461033,28654,Once
Willie Groundskeeper (willie.groundskeeper@korning.com),LG (LG858843),Gorilla Glass,12/03/2012,$504951.71,960578,66516,Quarterly
Willie Groundskeeper (willie.groundskeeper@korning.com),LG (LG858843),Baboon Glass,09/06/2012,$602025.22,593432,85326,Once
Ricky Bobby (ricky.bobby@korning.com),HTC (HT925638),Orangutan Glass,09/20/2012,$966390.56,941156,69743,Quarterly
Bob Lob (bob.lob@korning.com),LG (LG858843),Chimp Glass,08/12/2012,$441420.21,360434,73565,Quarterly
Ricky Bobby (ricky.bobby@korning.com),Samsung (SG373953),Orangutan Glass,05/02/2012,$651646.18,166805,18509,Quarterly
Bob Lob (bob.lob@korning.com),HTC (HT925638),Gorilla Glass,09/23/2012,$713566.27,836671,90030,Quarterly
Ricky Bobby (ricky.bobby@korning.com),Samsung (SG373953),Orangutan Glass,01/07/2012,$286349.16,388319,58871,Monthly
Willie Groundskeeper (willie.groundskeeper@korning.com),Nokia (NK881241),Baboon Glass,01/16/2012,$618980.28,386197,27535,Once
Ricky Bobby (ricky.bobby@korning.com),LG (LG858843),Gorilla Glass,12/09/2012,$313325.26,308394,37464,Monthly
Willie Groundskeeper (willie.groundskeeper@korning.com),Samsung (SG373953),Baboon Glass,06/23/2012,$346105.32,231567,29835,Monthly
Willie Groundskeeper (willie.groundskeeper@korning.com),Nokia (NK881241),Baboon Glass,02/05/2012,$495398.55,441871,42413,Once
Clancy Wiggum (clancy.wiggum@korning.com),Nokia (NK881241),Orangutan Glass,09/17/2012,$975380.42,239152,38939,Quarterly
Bob Lob (bob.lob@korning.com),Nokia (NK881241),Baboon Glass,10/20/2012,$412862.42,486302,57125,Monthly
Clancy Wiggum (clancy.wiggum@korning.com),LG (LG858843),Baboon Glass,04/02/2012,$641913.61,712930,90499,Quarterly
Ricky Bobby (ricky.bobby@korning.com),Samsung (SG373953),Baboon Glass,09/24/2012,$201578.66,345383,28690,Monthly
Ricky Bobby (ricky.bobby@korning.com),LG (LG858843),Orangutan Glass,12/17/2012,$804625.26,424084,73239,Quarterly
